bt.A.x START 1
[7l-dsk/total- ---paging-- ---load-avg--- ------memory-usage----- ---procs--- --io/total- ----swap--- ----system----
 read  writ|  in   out | 1m   5m  15m | used  buff  cach  free|run blk new| read  writ| used  free|     time     
   0     0 |   0     0 |1.00 1.03 1.60| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:18
   0     0 |   0     0 |1.00 1.03 1.60| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:19
   0     0 |   0     0 |1.00 1.03 1.60| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:20
   0     0 |   0     0 |1.00 1.03 1.59| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:21
   0     0 |   0     0 |1.00 1.03 1.59| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:22
   0     0 |   0     0 |1.00 1.03 1.59| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:23
   0     0 |   0     0 |1.00 1.03 1.59| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:24
   0     0 |   0     0 |1.00 1.03 1.59| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:25
   0     0 |   0     0 |1.00 1.03 1.59| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:26
   0     0 |   0     0 |1.00 1.03 1.59| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:27
   0     0 |   0     0 |1.00 1.03 1.59| 805M 62.4M  157M 62.0G|1.0   0 1.0|   0     0 |  16M  984M|23-03 06:17:28
   0     0 |   0     0 |1.00 1.03 1.59| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:29
   0     0 |   0     0 |1.00 1.03 1.59| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:30
   0     0 |   0     0 |1.00 1.03 1.59| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:31
   0     0 |   0     0 |1.00 1.03 1.59| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:32
   0     0 |   0     0 |1.00 1.03 1.59| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:33
   0     0 |   0     0 |1.00 1.03 1.59| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:34
   0     0 |   0     0 |1.00 1.03 1.59| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:35
   0     0 |   0     0 |1.00 1.03 1.58| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:36
   0     0 |   0     0 |1.00 1.03 1.58| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:37
   0     0 |   0     0 |1.00 1.03 1.58| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:38
   0     0 |   0     0 |1.00 1.03 1.58| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:39
   0     0 |   0     0 |1.00 1.03 1.58| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:40
   0     0 |   0     0 |1.00 1.03 1.58| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:41
   0    12k|   0     0 |1.00 1.03 1.58| 805M 62.4M  157M 62.0G|1.0   0   0|   0  3.00 |  16M  984M|23-03 06:17:42
   0     0 |   0     0 |1.00 1.03 1.58| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:43
   0     0 |   0     0 |1.00 1.03 1.58| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:44
   0     0 |   0     0 |1.00 1.03 1.58| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:45
   0     0 |   0     0 |1.00 1.03 1.58| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:46
   0     0 |   0     0 |1.00 1.03 1.58| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:47
   0     0 |   0     0 |1.00 1.03 1.58| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:48
   0     0 |   0     0 |1.00 1.03 1.58| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:49
   0     0 |   0     0 |1.00 1.03 1.58| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:50
   0     0 |   0     0 |1.00 1.03 1.57| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:51
   0     0 |   0     0 |1.00 1.03 1.57| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:52
   0     0 |   0     0 |1.00 1.03 1.57| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:53
   0     0 |   0     0 |1.00 1.03 1.57| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:54
   0     0 |   0     0 |1.00 1.03 1.57| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:55
   0     0 |   0     0 |1.00 1.02 1.57| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:56
   0     0 |   0     0 |1.00 1.02 1.57| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:57
   0     0 |   0     0 |1.00 1.02 1.57| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:58
   0     0 |   0     0 |1.00 1.02 1.57| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:17:59
   0     0 |   0     0 |1.00 1.02 1.57| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:00
   0     0 |   0     0 |1.00 1.02 1.57| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:01
   0     0 |   0     0 |1.00 1.02 1.57| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:02
   0    24k|   0     0 |1.00 1.02 1.57| 805M 62.4M  157M 62.0G|1.0   0   0|   0  6.00 |  16M  984M|23-03 06:18:03
   0     0 |   0     0 |1.00 1.02 1.57| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:04
   0     0 |   0     0 |1.00 1.02 1.57| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:05
   0     0 |   0     0 |1.00 1.02 1.56| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:06
   0     0 |   0     0 |1.00 1.02 1.56| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:07
   0     0 |   0     0 |1.00 1.02 1.56| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:08
   0     0 |   0     0 |1.00 1.02 1.56| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:09
   0     0 |   0     0 |1.00 1.02 1.56| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:10
   0     0 |   0     0 |1.00 1.02 1.56| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:11
   0     0 |   0     0 |1.00 1.02 1.56| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:12
   0     0 |   0     0 |1.00 1.02 1.56| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:13
   0     0 |   0     0 |1.00 1.02 1.56| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:14
   0     0 |   0     0 |1.00 1.02 1.56| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:15
   0  8192B|   0     0 |1.00 1.02 1.56| 805M 62.4M  157M 62.0G|1.0   0   0|   0  2.00 |  16M  984M|23-03 06:18:16
   0     0 |   0     0 |1.00 1.02 1.56| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:17
   0     0 |   0     0 |1.00 1.02 1.56| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:18
   0     0 |   0     0 |1.00 1.02 1.56| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:19
   0     0 |   0     0 |1.00 1.02 1.56| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:20
   0     0 |   0     0 |1.00 1.02 1.55| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:21
   0     0 |   0     0 |1.00 1.02 1.55| 805M 62.4M  157M 62.0G|2.0   0   0|   0     0 |  16M  984M|23-03 06:18:22
   0     0 |   0     0 |1.00 1.02 1.55| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:23
   0     0 |   0     0 |1.00 1.02 1.55| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:24
   0     0 |   0     0 |1.00 1.02 1.55| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:25
   0     0 |   0     0 |1.00 1.02 1.55| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:26
   0     0 |   0     0 |1.00 1.02 1.55| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:27
   0     0 |   0     0 |1.00 1.02 1.55| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:28
   0     0 |   0     0 |1.00 1.02 1.55| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:29
   0     0 |   0     0 |1.00 1.02 1.55| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:30
   0     0 |   0     0 |1.00 1.02 1.54| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:31
   0     0 |   0     0 |1.00 1.02 1.54| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:32
   0     0 |   0     0 |1.00 1.02 1.54| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:33
   0     0 |   0     0 |1.00 1.02 1.54| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:34
   0     0 |   0     0 |1.00 1.02 1.54| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:35
   0     0 |   0     0 |1.00 1.02 1.54| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:36
   0     0 |   0     0 |1.00 1.02 1.54| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:37
   0     0 |   0     0 |1.00 1.02 1.54| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:38
   0     0 |   0     0 |1.00 1.02 1.54| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:39
   0     0 |   0     0 |1.00 1.02 1.54| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:40
   0     0 |   0     0 |1.00 1.02 1.54| 805M 62.4M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:41
   0    12k|   0     0 |1.00 1.02 1.54| 805M 62.5M  157M 62.0G|1.0   0   0|   0  3.00 |  16M  984M|23-03 06:18:42
   0     0 |   0     0 |1.00 1.02 1.54| 805M 62.5M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:43
   0     0 |   0     0 |1.00 1.02 1.54| 805M 62.5M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:44
   0     0 |   0     0 |1.00 1.02 1.54| 805M 62.5M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:45
   0     0 |   0     0 |1.00 1.02 1.54| 805M 62.5M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:46
   0     0 |   0     0 |1.00 1.02 1.54| 805M 62.5M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:47
   0     0 |   0     0 |1.00 1.02 1.54| 805M 62.5M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:48
   0     0 |   0     0 |1.00 1.02 1.54| 805M 62.5M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:49
   0     0 |   0     0 |1.00 1.02 1.54| 805M 62.5M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:50
   0     0 |   0     0 |1.00 1.02 1.53| 805M 62.5M  157M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:51
   0     0 |   0     0 |1.00 1.02 1.53| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:52
   0     0 |   0     0 |1.00 1.02 1.53| 805M 62.5M  158M 62.0G|1.0   0 1.0|   0     0 |  16M  984M|23-03 06:18:53
   0     0 |   0     0 |1.00 1.02 1.53| 805M 62.5M  158M 62.0G|1.0   0 1.0|   0     0 |  16M  984M|23-03 06:18:54
   0     0 |   0     0 |1.00 1.02 1.53| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:55
   0     0 |   0     0 |1.00 1.02 1.53| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:56
   0     0 |   0     0 |1.00 1.02 1.53| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:57
   0     0 |   0     0 |1.00 1.02 1.53| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:58
   0     0 |   0     0 |1.00 1.02 1.53| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:18:59
   0     0 |   0     0 |1.00 1.02 1.53| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:00
   0     0 |   0     0 |1.00 1.02 1.53| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:01
   0     0 |   0     0 |1.00 1.02 1.53| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:02
   0     0 |   0     0 |1.00 1.02 1.53| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:03
   0     0 |   0     0 |1.00 1.02 1.53| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:04
   0     0 |   0     0 |1.00 1.02 1.53| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:05
   0     0 |   0     0 |1.00 1.02 1.52| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:06
   0     0 |   0     0 |1.00 1.02 1.52| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:07
   0     0 |   0     0 |1.00 1.02 1.52| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:08
   0     0 |   0     0 |1.00 1.02 1.52| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:09
   0     0 |   0     0 |1.00 1.02 1.52| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:10
   0     0 |   0     0 |1.00 1.02 1.52| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:11
   0     0 |   0     0 |1.00 1.02 1.52| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:12
   0     0 |   0     0 |1.00 1.02 1.52| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:13
   0     0 |   0     0 |1.00 1.02 1.52| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:14
   0     0 |   0     0 |1.00 1.02 1.52| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:15
   0  4096B|   0     0 |1.00 1.02 1.52| 805M 62.5M  158M 62.0G|1.0   0   0|   0  1.00 |  16M  984M|23-03 06:19:16
   0     0 |   0     0 |1.00 1.02 1.52| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:17
   0     0 |   0     0 |1.00 1.02 1.52| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:18
   0     0 |   0     0 |1.00 1.02 1.52| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:19
   0     0 |   0     0 |1.00 1.02 1.52| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:20
   0     0 |   0     0 |1.00 1.02 1.52| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:21
   0     0 |   0     0 |1.00 1.02 1.52| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:22
   0     0 |   0     0 |1.00 1.02 1.52| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:23
   0     0 |   0     0 |1.00 1.02 1.52| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:24
   0     0 |   0     0 |1.00 1.02 1.52| 805M 62.5M  158M 62.0G|2.0   0   0|   0     0 |  16M  984M|23-03 06:19:25
   0     0 |   0     0 |1.00 1.02 1.51| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:26
   0     0 |   0     0 |1.00 1.02 1.51| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:27
   0     0 |   0     0 |1.00 1.02 1.51| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:28
   0     0 |   0     0 |1.00 1.02 1.51| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:29
   0     0 |   0     0 |1.00 1.02 1.51| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:30
   0     0 |   0     0 |1.00 1.02 1.51| 805M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:31
   0     0 |   0     0 |1.00 1.02 1.51| 848M 62.5M  158M 62.0G|5.0   0 4.0|   0     0 |  16M  984M|23-03 06:19:32
   0     0 |   0     0 |1.00 1.02 1.51| 848M 62.5M  158M 62.0G|6.0   0   0|   0     0 |  16M  984M|23-03 06:19:33
   0     0 |   0     0 |1.00 1.02 1.51| 848M 62.5M  158M 62.0G|4.0   0   0|   0     0 |  16M  984M|23-03 06:19:34
   0     0 |   0     0 |1.00 1.02 1.51| 848M 62.5M  158M 62.0G|4.0   0   0|   0     0 |  16M  984M|23-03 06:19:35
   0     0 |   0     0 |1.24 1.06 1.52| 848M 62.5M  158M 62.0G|4.0   0   0|   0     0 |  16M  984M|23-03 06:19:36
   0     0 |   0     0 |1.24 1.06 1.52| 848M 62.5M  158M 62.0G|4.0   0   0|   0     0 |  16M  984M|23-03 06:19:37
   0     0 |   0     0 |1.24 1.06 1.52| 848M 62.5M  158M 62.0G|4.0   0   0|   0     0 |  16M  984M|23-03 06:19:38
   0     0 |   0     0 |1.24 1.06 1.52| 848M 62.5M  158M 62.0G|4.0   0   0|   0     0 |  16M  984M|23-03 06:19:39
   0     0 |   0     0 |1.24 1.06 1.52| 848M 62.5M  158M 62.0G|4.0   0   0|   0     0 |  16M  984M|23-03 06:19:40
   0     0 |   0     0 |1.46 1.11 1.54| 848M 62.5M  158M 62.0G|1.0   0   0|   0     0 |  16M  984M|23-03 06:19:41
   0    12k|   0     0 |1.46 1.11 1.54| 848M 62.5M  158M 62.0G|4.0   0   0|   0  3.00 |  16M  984M|23-03 06:19:42
   0     0 |   0     0 |1.46 1.11 1.54| 848M 62.5M  158M 62.0G|3.0   0   0|   0     0 |  16M  984M|23-03 06:19:43
   0     0 |   0     0 |1.46 1.11 1.54| 848M 62.5M  158M 62.0G|4.0   0   0|   0     0 |  16M  984M|23-03 06:19:44
   0     0 |   0     0 |1.46 1.11 1.54| 848M 62.5M  158M 62.0G|4.0   0   0|   0     0 |  16M  984M|23-03 06:19:45
   0     0 |   0     0 |1.66 1.16 1.55| 848M 62.5M  158M 62.0G|4.0   0   0|   0     0 |  16M  984M|23-03 06:19:46
   0     0 |   0     0 |1.66 1.16 1.55| 848M 62.5M  158M 62.0G|4.0   0   0|   0     0 |  16M  984M|23-03 06:19:47
   0     0 |   0     0 |1.66 1.16 1.55| 848M 62.5M  158M 62.0G|4.0   0   0|   0     0 |  16M  984M|23-03 06:19:48
   0     0 |   0     0 |1.66 1.16 1.55| 979M 62.5M  158M 61.8G|4.0   0 4.0|   0     0 |  16M  984M|23-03 06:19:49
   0     0 |   0     0 |1.66 1.16 1.55| 979M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:19:50
   0     0 |   0     0 |1.85 1.21 1.56| 979M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:19:51
   0     0 |   0     0 |1.85 1.21 1.56| 979M 62.5M  158M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 06:19:52
   0     0 |   0     0 |1.85 1.21 1.56| 979M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:19:53
   0     0 |   0     0 |1.85 1.21 1.56| 979M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:19:54
   0     0 |   0     0 |1.85 1.21 1.56| 979M 62.5M  158M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 06:19:55
   0     0 |   0     0 |2.02 1.25 1.57| 979M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:19:56
   0     0 |   0     0 |2.02 1.25 1.57| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:19:57
   0     0 |   0     0 |2.02 1.25 1.57| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:19:58
   0     0 |   0     0 |2.02 1.25 1.57| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:19:59
   0     0 |   0     0 |2.02 1.25 1.57| 978M 62.5M  158M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 06:20:00
   0     0 |   0     0 |2.18 1.30 1.59| 979M 62.5M  158M 61.8G|4.0 1.0 2.0|   0     0 |  16M  984M|23-03 06:20:01
   0    40k|   0     0 |2.18 1.30 1.59| 979M 62.5M  158M 61.8G|4.0   0   0|   0  10.0 |  16M  984M|23-03 06:20:02
   0     0 |   0     0 |2.18 1.30 1.59| 979M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:03
   0     0 |   0     0 |2.18 1.30 1.59| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:04
   0     0 |   0     0 |2.18 1.30 1.59| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:05
   0     0 |   0     0 |2.33 1.34 1.60| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:06
   0     0 |   0     0 |2.33 1.34 1.60| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:07
   0     0 |   0     0 |2.33 1.34 1.60| 978M 62.5M  158M 61.8G|5.0   0   0|   0     0 |  16M  984M|23-03 06:20:08
   0     0 |   0     0 |2.33 1.34 1.60| 978M 62.5M  158M 61.8G|4.0   0 1.0|   0     0 |  16M  984M|23-03 06:20:09
   0     0 |   0     0 |2.33 1.34 1.60| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:10
   0     0 |   0     0 |2.46 1.39 1.61| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:11
   0     0 |   0     0 |2.46 1.39 1.61| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:12
   0     0 |   0     0 |2.46 1.39 1.61| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:13
   0     0 |   0     0 |2.46 1.39 1.61| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:14
   0     0 |   0     0 |2.46 1.39 1.61| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:15
   0    24k|   0     0 |2.42 1.40 1.61| 978M 62.5M  158M 61.8G|4.0   0   0|   0  6.00 |  16M  984M|23-03 06:20:16
   0     0 |   0     0 |2.42 1.40 1.61| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:17
   0     0 |   0     0 |2.42 1.40 1.61| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:18
   0     0 |   0     0 |2.42 1.40 1.61| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:19
   0     0 |   0     0 |2.42 1.40 1.61| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:20
   0     0 |   0     0 |2.55 1.44 1.63| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:21
   0     0 |   0     0 |2.55 1.44 1.63| 978M 62.5M  158M 61.8G|4.0   0 1.0|   0     0 |  16M  984M|23-03 06:20:22
   0     0 |   0     0 |2.55 1.44 1.63| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:23
   0     0 |   0     0 |2.55 1.44 1.63| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:24
   0     0 |   0     0 |2.55 1.44 1.63| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:25
   0     0 |   0     0 |2.66 1.48 1.64| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:26
   0     0 |   0     0 |2.66 1.48 1.64| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:27
   0     0 |   0     0 |2.66 1.48 1.64| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:28
   0     0 |   0     0 |2.66 1.48 1.64| 978M 62.5M  158M 61.8G|4.0   0   0|   0     0 |  16M  984M|23-03 06:20:29
