bt.A.x START
Linux 2.6.32-279.14.1.el6.x86_64 (compute-641-20.local) 	03/22/2015 	_x86_64_	(32 CPU)

06:43:14 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
06:44:48 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:48 PM    8    0.00    0.00    0.51    0.00    0.00    0.00    0.00    0.00   99.49
06:44:48 PM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:48 PM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:48 PM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:48 PM   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:48 PM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:48 PM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:48 PM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:48 PM   16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:48 PM   17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:48 PM   18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:48 PM   19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:48 PM   20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:48 PM   21    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:48 PM   22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:48 PM   23    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:48 PM   24    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:48 PM   25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:48 PM   26  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:44:48 PM   27    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:48 PM   28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:48 PM   29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:48 PM   30    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:48 PM   31    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

06:44:48 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
06:44:50 PM  all    3.14    0.00    0.05    0.00    0.00    0.00    0.00    0.00   96.81
06:44:50 PM    0    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00   98.98
06:44:50 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM    8    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00   99.50
06:44:50 PM    9    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00   99.50
06:44:50 PM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM   16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM   17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM   18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM   19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM   20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM   21    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM   22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM   23    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM   24    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM   25    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
06:44:50 PM   26  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:44:50 PM   27    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM   28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM   29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM   30    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:50 PM   31    0.00    0.00    0.00    0.00    0.00    0.50    0.00    0.00   99.50

06:44:50 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
06:44:52 PM  all    3.13    0.00    0.05    0.00    0.00    0.02    0.00    0.00   96.81
06:44:52 PM    0    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00   98.98
06:44:52 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM    7    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00   99.50
06:44:52 PM    8    0.00    0.00    0.51    0.00    0.00    0.00    0.00    0.00   99.49
06:44:52 PM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM   16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM   17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM   18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM   19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM   20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM   21    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM   22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM   23    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM   24    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM   25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM   26  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:44:52 PM   27    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM   28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM   29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM   30    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:52 PM   31    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

06:44:52 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
06:44:54 PM  all    3.14    0.00    0.05    0.00    0.00    0.00    0.00    0.00   96.81
06:44:54 PM    0    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00   98.98
06:44:54 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM   11    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00   99.50
06:44:54 PM   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM   16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM   17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM   18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM   19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM   20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM   21    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM   22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM   23    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM   24    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM   25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM   26  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:44:54 PM   27    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM   28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM   29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM   30    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:54 PM   31    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

06:44:54 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
06:44:56 PM  all    3.13    0.00    0.05    0.00    0.00    0.00    0.00    0.00   96.82
06:44:56 PM    0    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00   98.98
06:44:56 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM   16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM   17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM   18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM   19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM   20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM   21    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM   22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM   23    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM   24    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM   25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM   26  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:44:56 PM   27    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM   28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM   29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM   30    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:56 PM   31    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

06:44:56 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
06:44:58 PM  all    3.14    0.00    0.05    0.00    0.00    0.00    0.00    0.00   96.81
06:44:58 PM    0    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00   98.98
06:44:58 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM    8    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00   99.50
06:44:58 PM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM   16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM   17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM   18    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00   99.50
06:44:58 PM   19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM   20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM   21    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM   22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM   23    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM   24    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM   25    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
06:44:58 PM   26  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:44:58 PM   27    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM   28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM   29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM   30    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:58 PM   31    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

06:44:58 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
06:45:00 PM  all    3.16    0.00    0.06    0.00    0.00    0.00    0.00    0.00   96.78
06:45:00 PM    0    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00   98.98
06:45:00 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM    8    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00   98.99
06:45:00 PM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM   16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM   17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM   18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM   19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM   20    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00   98.99
06:45:00 PM   21    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM   22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM   23    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM   24    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM   25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM   26  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:45:00 PM   27    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM   28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM   29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM   30    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:00 PM   31    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

06:45:00 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
06:45:02 PM  all    3.13    0.00    0.05    0.00    0.00    0.00    0.00    0.00   96.82
06:45:02 PM    0    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00   98.98
06:45:02 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM    8    0.00    0.00    0.51    0.00    0.00    0.00    0.00    0.00   99.49
06:45:02 PM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM   16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM   17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM   18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM   19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM   20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM   21    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM   22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM   23    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM   24    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM   25    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
06:45:02 PM   26  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:45:02 PM   27    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM   28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM   29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM   30    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:02 PM   31    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

06:45:02 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
06:45:04 PM  all    3.14    0.00    0.05    0.30    0.00    0.00    0.00    0.00   96.51
06:45:04 PM    0    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00   98.98
06:45:04 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM   12    0.00    0.00    0.00    9.50    0.00    0.00    0.00    0.00   90.50
06:45:04 PM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM   16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM   17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM   18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM   19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM   20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM   21    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM   22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM   23    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM   24    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM   25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM   26  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:45:04 PM   27    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:45:04 PM   28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
