bt.A.x START
[7l-dsk/total- ---paging-- ---load-avg--- ------memory-usage----- ---procs--- --io/total- ----swap--- ----system----
 read  writ|  in   out | 1m   5m  15m | used  buff  cach  free|run blk new| read  writ| used  free|     time     
   0     0 |   0     0 |0.95 0.63 0.36| 944M 12.1M 36.5M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:16
   0     0 |   0     0 |0.95 0.63 0.36| 944M 12.1M 36.5M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:17
   0     0 |   0     0 |0.95 0.64 0.36| 944M 12.1M 36.5M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:18
   0     0 |   0     0 |0.95 0.64 0.36| 944M 12.1M 36.5M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:19
   0     0 |   0     0 |0.95 0.64 0.36| 944M 12.1M 36.5M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:20
   0     0 |   0     0 |0.95 0.64 0.36| 944M 12.1M 36.5M 62.0G|1.0   0 1.0|   0     0 |  16M  984M|22-03 18:46:21
   0     0 |   0     0 |0.95 0.64 0.36| 944M 12.1M 36.5M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:22
   0     0 |   0     0 |0.96 0.64 0.36| 944M 12.1M 36.5M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:23
   0     0 |   0     0 |0.96 0.64 0.36| 944M 12.1M 36.5M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:24
   0     0 |   0     0 |0.96 0.64 0.36| 944M 12.1M 36.5M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:25
   0  8192B|   0     0 |0.96 0.64 0.36| 944M 12.1M 36.5M 62.0G|1.0   0   0|   0  2.00 |  16M  984M|22-03 18:46:26
   0     0 |   0     0 |0.96 0.64 0.36| 944M 12.1M 36.5M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:27
   0     0 |   0     0 |0.96 0.65 0.37| 944M 12.1M 36.5M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:28
   0     0 |   0     0 |0.96 0.65 0.37| 944M 12.1M 36.5M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:29
   0     0 |   0     0 |0.96 0.65 0.37| 944M 12.1M 36.5M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:30
   0     0 |   0     0 |0.96 0.65 0.37| 944M 12.1M 36.5M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:31
   0     0 |   0     0 |0.96 0.65 0.37| 944M 12.1M 36.5M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:32
   0     0 |   0     0 |0.96 0.66 0.37| 944M 12.1M 36.5M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:33
   0     0 |   0     0 |0.96 0.66 0.37| 944M 12.1M 36.5M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:34
   0     0 |   0     0 |0.96 0.66 0.37| 944M 12.1M 36.5M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:35
   0     0 |   0     0 |0.96 0.66 0.37| 944M 12.1M 36.5M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:36
   0     0 |   0     0 |0.96 0.66 0.37| 944M 12.1M 36.5M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:37
   0     0 |   0     0 |0.97 0.66 0.37| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:38
   0     0 |   0     0 |0.97 0.66 0.37| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:39
   0     0 |   0     0 |0.97 0.66 0.37| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:40
   0     0 |   0     0 |0.97 0.66 0.37| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:41
   0     0 |   0     0 |0.97 0.66 0.37| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:42
   0     0 |   0     0 |0.97 0.67 0.37| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:43
   0     0 |   0     0 |0.97 0.67 0.37| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:44
   0     0 |   0     0 |0.97 0.67 0.37| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:45
   0     0 |   0     0 |0.97 0.67 0.37| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:46
   0     0 |   0     0 |0.97 0.67 0.37| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:47
   0     0 |   0     0 |0.97 0.67 0.38| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:48
   0     0 |   0     0 |0.97 0.67 0.38| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:49
   0     0 |   0     0 |0.97 0.67 0.38| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:50
   0     0 |   0     0 |0.97 0.67 0.38| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:51
   0     0 |   0     0 |0.97 0.67 0.38| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:52
   0     0 |   0     0 |0.97 0.68 0.38| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:53
   0     0 |   0     0 |0.97 0.68 0.38| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:54
   0     0 |   0     0 |0.97 0.68 0.38| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:55
   0     0 |   0     0 |0.97 0.68 0.38| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:56
   0     0 |   0     0 |0.97 0.68 0.38| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:57
   0     0 |   0     0 |0.97 0.68 0.38| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:58
   0     0 |   0     0 |0.97 0.68 0.38| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:46:59
   0     0 |   0     0 |0.97 0.68 0.38| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:00
   0     0 |   0     0 |0.97 0.68 0.38| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:01
   0     0 |   0     0 |0.97 0.68 0.38| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:02
   0    12k|   0     0 |0.98 0.69 0.39| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0  3.00 |  16M  984M|22-03 18:47:03
   0     0 |   0     0 |0.98 0.69 0.39| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:04
   0     0 |   0     0 |0.98 0.69 0.39| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:05
   0     0 |   0     0 |0.98 0.69 0.39| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:06
   0     0 |   0     0 |0.98 0.69 0.39| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:07
   0     0 |   0     0 |0.98 0.69 0.39| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:08
   0     0 |   0     0 |0.98 0.69 0.39| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:09
   0     0 |   0     0 |0.98 0.69 0.39| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:10
   0     0 |   0     0 |0.98 0.69 0.39| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:11
   0     0 |   0     0 |0.98 0.69 0.39| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:12
   0     0 |   0     0 |0.98 0.70 0.39| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:13
   0     0 |   0     0 |0.98 0.70 0.39| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:14
   0     0 |   0     0 |0.98 0.70 0.39| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:15
   0     0 |   0     0 |0.98 0.70 0.39| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:16
   0     0 |   0     0 |0.98 0.70 0.39| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:17
   0     0 |   0     0 |0.98 0.70 0.39| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:18
   0     0 |   0     0 |0.98 0.70 0.39| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:19
   0     0 |   0     0 |0.98 0.70 0.39| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:20
   0     0 |   0     0 |0.98 0.70 0.39| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:21
   0     0 |   0     0 |0.98 0.70 0.39| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:22
   0     0 |   0     0 |0.98 0.71 0.40| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:23
   0     0 |   0     0 |0.98 0.71 0.40| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:24
   0     0 |   0     0 |0.98 0.71 0.40| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:25
   0     0 |   0     0 |0.98 0.71 0.40| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:26
   0     0 |   0     0 |0.98 0.71 0.40| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:27
   0     0 |   0     0 |0.98 0.71 0.40| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:28
   0     0 |   0     0 |0.98 0.71 0.40| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:29
   0     0 |   0     0 |0.98 0.71 0.40| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:30
   0     0 |   0     0 |0.98 0.71 0.40| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:31
   0     0 |   0     0 |0.98 0.71 0.40| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:32
   0     0 |   0     0 |0.98 0.71 0.40| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:33
   0     0 |   0     0 |0.98 0.71 0.40| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:34
   0     0 |   0     0 |0.98 0.71 0.40| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:35
   0  4096B|   0     0 |0.98 0.71 0.40| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0  1.00 |  16M  984M|22-03 18:47:36
   0     0 |   0     0 |0.98 0.71 0.40| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:37
   0     0 |   0     0 |0.99 0.72 0.41| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:38
   0     0 |   0     0 |0.99 0.72 0.41| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:39
   0     0 |   0     0 |0.99 0.72 0.41| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:40
   0     0 |   0     0 |0.99 0.72 0.41| 944M 12.1M 36.6M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:41
   0     0 |   0     0 |0.99 0.72 0.41| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:42
   0     0 |   0     0 |0.99 0.72 0.41| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:43
   0     0 |   0     0 |0.99 0.72 0.41| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:44
   0     0 |   0     0 |0.99 0.72 0.41| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:45
   0     0 |   0     0 |0.99 0.72 0.41| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:46
   0     0 |   0     0 |0.99 0.72 0.41| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:47
   0     0 |   0     0 |0.99 0.73 0.41| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:48
   0     0 |   0     0 |0.99 0.73 0.41| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:49
   0     0 |   0     0 |0.99 0.73 0.41| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:50
   0     0 |   0     0 |0.99 0.73 0.41| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:51
   0     0 |   0     0 |0.99 0.73 0.41| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:52
   0     0 |   0     0 |0.99 0.73 0.42| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:53
   0     0 |   0     0 |0.99 0.73 0.42| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:54
   0     0 |   0     0 |0.99 0.73 0.42| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:55
   0     0 |   0     0 |0.99 0.73 0.42| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:56
   0     0 |   0     0 |0.99 0.73 0.42| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:57
   0     0 |   0     0 |0.99 0.74 0.42| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:58
   0     0 |   0     0 |0.99 0.74 0.42| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:47:59
   0     0 |   0     0 |0.99 0.74 0.42| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:00
   0     0 |   0     0 |0.99 0.74 0.42| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:01
   0     0 |   0     0 |0.99 0.74 0.42| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:02
   0    24k|   0     0 |0.99 0.74 0.42| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0  6.00 |  16M  984M|22-03 18:48:03
   0     0 |   0     0 |0.99 0.74 0.42| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:04
   0     0 |   0     0 |0.99 0.74 0.42| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:05
   0     0 |   0     0 |0.99 0.74 0.42| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:06
   0     0 |   0     0 |0.99 0.74 0.42| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:07
   0     0 |   0     0 |0.99 0.74 0.42| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:08
   0     0 |   0     0 |0.99 0.74 0.42| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:09
   0     0 |   0     0 |0.99 0.74 0.42| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:10
   0     0 |   0     0 |0.99 0.74 0.42| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:11
   0     0 |   0     0 |0.99 0.74 0.42| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:12
   0     0 |   0     0 |0.99 0.75 0.43| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:13
   0     0 |   0     0 |0.99 0.75 0.43| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:14
   0     0 |   0     0 |0.99 0.75 0.43| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:15
   0     0 |   0     0 |0.99 0.75 0.43| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:16
   0     0 |   0     0 |0.99 0.75 0.43| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:17
   0     0 |   0     0 |0.99 0.75 0.43| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:18
   0     0 |   0     0 |0.99 0.75 0.43| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:19
   0     0 |   0     0 |0.99 0.75 0.43| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:20
   0     0 |   0     0 |0.99 0.75 0.43| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:21
   0     0 |   0     0 |0.99 0.75 0.43| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:22
   0     0 |   0     0 |0.99 0.76 0.43| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:23
   0     0 |   0     0 |0.99 0.76 0.43| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:24
   0     0 |   0     0 |0.99 0.76 0.43| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:25
   0     0 |   0     0 |0.99 0.76 0.43| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:26
   0     0 |   0     0 |0.99 0.76 0.43| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:27
   0     0 |   0     0 |0.99 0.76 0.44| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:28
   0     0 |   0     0 |0.99 0.76 0.44| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:29
   0     0 |   0     0 |0.99 0.76 0.44| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:30
   0     0 |   0     0 |0.99 0.76 0.44| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:31
   0     0 |   0     0 |0.99 0.76 0.44| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:32
   0     0 |   0     0 |0.99 0.76 0.44| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:33
   0     0 |   0     0 |0.99 0.76 0.44| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:34
   0     0 |   0     0 |0.99 0.76 0.44| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:35
   0  8192B|   0     0 |0.99 0.76 0.44| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0  2.00 |  16M  984M|22-03 18:48:36
   0     0 |   0     0 |0.99 0.76 0.44| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:37
   0     0 |   0     0 |0.99 0.77 0.44| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:38
   0     0 |   0     0 |0.99 0.77 0.44| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:39
   0     0 |   0     0 |0.99 0.77 0.44| 944M 12.1M 36.7M 62.0G|1.0   0   0|   0     0 |  16M  984M|22-03 18:48:40
bt.B.x END
